T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssH,COG0542,FVE72_RS02520,Pseudoleptotrichia_goodfellowii_JCM16774,157692,GCF_007990505.1,WP_026737130.1,856,1-856,856,786.0,904.0,1e-200,0,footprint covers most of the protein and most of the COG profile,FUSOBACTERIOTA
tssH,COG0542,FVIR_RS00970,Candidatus_Gullanella_endobia,1070130,GCF_900048035.1,WP_067497788.1,858,1-858,858,786.0,923.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,FXF36_RS00665,Pseudobutyrivibrio_xylanivorans_MA3014,185007,GCF_008935055.1,WP_151621990.1,812,1-812,812,786.0,875.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,FXF36_RS08315,Pseudobutyrivibrio_xylanivorans_MA3014,185007,GCF_008935055.1,WP_151623313.1,863,1-863,863,786.0,935.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,FY034_RS09090,Trichlorobacter_lovleyi_IAE,313985,GCF_015239775.1,WP_265549785.1,866,1-866,866,786.0,869.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,FZC33_RS03080,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149249516.1,877,1-877,877,786.0,731.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,FZC33_RS17775,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149252263.1,866,1-866,866,786.0,970.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,FZC33_RS28890,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149254269.1,925,1-925,925,786.0,616.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,FZC33_RS32395,Labrys_KNU-23,2789216,GCF_008330945.1,WP_149254882.1,806,1-806,806,786.0,833.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,FZC37_RS03110,Candidatus_Sneabacter_namystus,2601646,GCF_008189685.1,WP_148952272.1,968,1-732=832-968,869,786.0,661.8,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,Fi14EGH31_RS12445,Faecalibacillus_intestinalis_14EGH31,1982626,GCF_015097455.1,WP_200764880.1,855,1-855,855,786.0,904.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,Fi14EGH31_RS14595,Faecalibacillus_intestinalis_14EGH31,1982626,GCF_015097455.1,WP_200764975.1,641,1-641,641,786.0,395.0,2.4e-127,2,footprint covers most of the protein and part of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,FrondiHNR_RS00720,Lysinibacter_HNR,3031408,GCF_029760935.1,WP_279353345.1,713,1-713,713,786.0,757.0,1e-200,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,FrondiHNR_RS10110,Lysinibacter_HNR,3031408,GCF_029760935.1,WP_279352649.1,842,1-842,842,786.0,915.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,Fsol_RS02365,Candidatus_Fokinia_solitaria,1802984,GCF_003072485.1,WP_108673296.1,850,1-850,850,786.0,855.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,Fuma_RS01900,Fuerstiella_marisgermanici_NH11,1891926,GCF_001983935.1,WP_077022637.1,856,1-856,856,786.0,864.0,1e-200,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssH,COG0542,Fuma_RS09750,Fuerstiella_marisgermanici_NH11,1891926,GCF_001983935.1,WP_077023970.1,927,1-478=580-927,826,786.0,666.5,2.25e-114,1,footprint covers most of the COG profile and most part of the protein,PLANCTOMYCETOTA
tssH,COG0542,Fuma_RS13980,Fuerstiella_marisgermanici_NH11,1891926,GCF_001983935.1,WP_077024674.1,872,1-872,872,786.0,899.0,1e-200,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssH,COG0542,G163CM_RS00375,Pseudocitrobacter_corydidari,2891570,GCF_021172065.1,WP_149461738.1,857,1-857,857,786.0,934.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G163CM_RS09575,Pseudocitrobacter_corydidari,2891570,GCF_021172065.1,WP_015965120.1,759,1-759,759,786.0,840.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G3580_RS07225,Nitrogeniibacter_mangrovi_M9-3-2,2016596,GCF_010983895.1,WP_173764619.1,897,1-897,897,786.0,737.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G3580_RS08395,Nitrogeniibacter_mangrovi_M9-3-2,2016596,GCF_010983895.1,WP_173764826.1,862,1-862,862,786.0,897.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G3580_RS14020,Nitrogeniibacter_mangrovi_M9-3-2,2016596,GCF_010983895.1,WP_173766493.1,759,1-759,759,786.0,830.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G3A45_RS07660,Caloranaerobacter_azorensis_T3-1,116090,GCF_010669085.1,WP_163235049.1,811,1-811,811,786.0,949.0,1e-200,0,footprint covers most of the protein and most of the COG profile,TISSIERELLIA
tssH,COG0542,G3A50_RS00380,Ancylobacter_pratisalsi_DSM_102029,1745854,GCF_010669125.1,WP_163073273.1,812,1-812,812,786.0,851.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,G3A50_RS05385,Ancylobacter_pratisalsi_DSM_102029,1745854,GCF_010669125.1,WP_163074298.1,872,1-872,872,786.0,955.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G3M56_RS05895,Sulfuriroseicoccus_oceanibius_T37,2707525,GCF_010681825.2,WP_164362796.1,858,1-858,858,786.0,881.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G3M56_RS13560,Sulfuriroseicoccus_oceanibius_T37,2707525,GCF_010681825.2,WP_164364733.1,837,1-837,837,786.0,902.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G3M70_00555,Candidatus_Nitronauta_litoralis,2705533,GCA_015698285.1,QPJ60458.1,883,1-883,883,786.0,735.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,G3M70_04325,Candidatus_Nitronauta_litoralis,2705533,GCA_015698285.1,QPJ61154.1,809,1-809,809,786.0,876.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,G3M70_17325,Candidatus_Nitronauta_litoralis,2705533,GCA_015698285.1,QPJ63540.1,875,1-875,875,786.0,925.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,G3T16_RS00135,Kineobactrum_salinum_M2,2708301,GCF_010669285.1,WP_163493320.1,758,1-758,758,786.0,780.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G3W54_RS13695,Lentilitoribacter_Alg239-R112,2305987,GCF_900537175.1,WP_162653798.1,854,1-764,764,786.0,842.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,G3W54_RS18705,Lentilitoribacter_Alg239-R112,2305987,GCF_900537175.1,WP_162654807.1,867,1-867,867,786.0,948.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G4C92_RS03665,Chordicoccus_furentiruminis_MP1D12,2709410,GCF_019355395.1,WP_274941243.1,839,1-839,839,786.0,868.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,G4C92_RS08700,Chordicoccus_furentiruminis_MP1D12,2709410,GCF_019355395.1,WP_274939475.1,867,1-867,867,786.0,930.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,G4D54_RS02565,Clostridium_innocuum_ATCC_14501,1522,GCF_012317185.1,WP_002607177.1,643,1-643,643,786.0,366.0,1.47e-116,2,footprint covers most of the protein and part of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,G4D54_RS13745,Clostridium_innocuum_ATCC_14501,1522,GCF_012317185.1,WP_002610436.1,852,1-852,852,786.0,867.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,G4V39_RS08200,Thermosulfuriphilus_ammonigenes_ST65,1936021,GCF_011207455.1,WP_281347290.1,861,1-861,861,786.0,979.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,G4Y78_RS07050,Spartinivicinus_ruber_S2-4-1H,2683272,GCF_011009015.1,WP_163832362.1,876,1-876,876,786.0,680.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G4Y78_RS11780,Spartinivicinus_ruber_S2-4-1H,2683272,GCF_011009015.1,WP_163833211.1,754,1-754,754,786.0,823.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G4Y78_RS22450,Spartinivicinus_ruber_S2-4-1H,2683272,GCF_011009015.1,WP_163835128.1,854,1-854,854,786.0,929.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,G4Y79_RS06600,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195172107.1,867,1-867,867,786.0,910.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS14980,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195169080.1,637,1-136,136,786.0,68.8,1.03e-11,3,partial match on both protein and COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS18240,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195169685.1,750,1-750,750,786.0,488.0,4.76e-162,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS21450,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195170293.1,791,1-791,791,786.0,734.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS21775,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195170351.1,323,1-149,149,786.0,78.8,1.89e-15,3,partial match on both protein and COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS22485,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_228845336.1,830,1-830,830,786.0,872.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Y79_RS22495,Phototrophicus_methaneseepsis_ZRK33,2710758,GCF_015500095.1,WP_195170490.1,832,1-832,832,786.0,890.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CHLOROFLEXOTA
tssH,COG0542,G4Z02_RS06920,Xianfuyuplasma_coldseepsis_zrk13,2782163,GCF_014023125.1,WP_258877280.1,862,1-862,862,786.0,914.0,1e-200,0,footprint covers most of the protein and most of the COG profile,MYCOPLASMOTA
tssH,COG0542,G5B37_RS02600,Rasiella_rasia_RR4-40,2744027,GCF_011044175.1,WP_164678493.1,851,1-851,851,786.0,852.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G5B37_RS04180,Rasiella_rasia_RR4-40,2744027,GCF_011044175.1,WP_164678814.1,868,1-868,868,786.0,846.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G5B38_RS08080,Pseudohalocynthiibacter_aestuariivivens_RR4-35,1591409,GCF_011040495.1,WP_165193915.1,774,1-774,774,786.0,816.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5B38_RS09440,Pseudohalocynthiibacter_aestuariivivens_RR4-35,1591409,GCF_011040495.1,WP_165194355.1,373,1-373,373,786.0,303.0,5.97e-96,2,footprint covers most of the protein and part of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5B38_RS11070,Pseudohalocynthiibacter_aestuariivivens_RR4-35,1591409,GCF_011040495.1,WP_165194888.1,872,1-872,872,786.0,920.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5B40_RS08495,Pikeienuella_piscinae_RR4-56,2748098,GCF_011044155.1,WP_165097481.1,774,1-774,774,786.0,811.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5B40_RS20170,Pikeienuella_piscinae_RR4-56,2748098,GCF_011044155.1,WP_165102704.1,873,1-873,873,786.0,918.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5C33_RS15955,Sphingosinithalassobacter_tenebrarum_zrk23,2711215,GCF_011057975.1,WP_165328046.1,771,1-771,771,786.0,849.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5C33_RS17610,Sphingosinithalassobacter_tenebrarum_zrk23,2711215,GCF_011057975.1,WP_165328344.1,859,1-859,859,786.0,955.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5S37_RS13165,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_206026432.1,561,63-561,499,786.0,314.0,9.78e-98,3,partial match on both protein and COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS17370,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_165205723.1,1112,220-751,532,786.0,336.0,7.82e-101,3,partial match on both protein and COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS17375,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_165205724.1,1090,165-767,603,786.0,330.0,1.24e-98,3,partial match on both protein and COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS17380,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_165205725.1,765,209-765,557,786.0,316.0,4.21e-96,3,partial match on both protein and COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS18350,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_165205908.1,857,1-857,857,786.0,931.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS20825,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_165206367.1,309,1-309,309,786.0,222.0,4.77e-66,2,footprint covers most of the protein and part of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5S37_RS26315,Roseimicrobium_ORNL1,2711231,GCF_011044495.1,WP_240914718.1,857,1-857,857,786.0,893.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,G5V57_RS01285,Nordella_HKS_07,2712222,GCF_011046735.1,WP_165165835.1,716,1-239=321-716,635,786.0,399.1,3.75e-104,3,partial match on both protein and COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G5V57_RS28445,Nordella_HKS_07,2712222,GCF_011046735.1,WP_165171683.1,796,1-796,796,786.0,840.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G6N11_RS13715,Mycolicibacillus_koreensis_JCM_19956,1069220,GCF_010731835.1,WP_069390655.1,848,1-848,848,786.0,899.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,G6N11_RS17570,Mycolicibacillus_koreensis_JCM_19956,1069220,GCF_010731835.1,WP_069393166.1,840,1-840,840,786.0,929.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,G6N11_RS18860,Mycolicibacillus_koreensis_JCM_19956,1069220,GCF_010731835.1,WP_069391433.1,248,98-248,151,786.0,74.6,1.41e-14,3,partial match on both protein and COG profile,ACTINOMYCETOTA
tssH,COG0542,G6N79_RS11470,Sphingobacterium_lactis_DSM_22361,797291,GCF_011046555.1,WP_103906417.1,867,1-867,867,786.0,895.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G6N79_RS16330,Sphingobacterium_lactis_DSM_22361,797291,GCF_011046555.1,WP_103905676.1,853,1-853,853,786.0,870.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G7050_RS13810,Dysgonomonas_HDW5A,2714926,GCF_011299555.1,WP_166116436.1,862,1-862,862,786.0,905.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G7050_RS16505,Dysgonomonas_HDW5A,2714926,GCF_011299555.1,WP_166117364.1,845,1-845,845,786.0,834.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,G7070_RS10915,Propioniciclava_coleopterorum_HDW11,2714937,GCF_011393335.1,WP_166233764.1,859,1-859,859,786.0,917.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,G8A07_RS10485,Kinneretia_DAIF2,2714952,GCF_015624425.1,WP_195796945.1,774,1-774,774,786.0,843.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G8A07_RS18830,Kinneretia_DAIF2,2714952,GCF_015624425.1,WP_195793531.1,862,1-862,862,786.0,887.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G8A07_RS23780,Kinneretia_DAIF2,2714952,GCF_015624425.1,WP_195794399.1,885,1-885,885,786.0,707.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,G8E03_RS00950,Pontibrevibacter_nitratireducens_ALG8,2758038,GCF_011290545.1,WP_166187593.1,775,1-775,775,786.0,821.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G8E03_RS04990,Pontibrevibacter_nitratireducens_ALG8,2758038,GCF_011290545.1,WP_166189330.1,867,1-867,867,786.0,933.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,G8O30_RS14235,Mangrovibacillus_cuniculi_R1DC41,2593652,GCF_015482585.1,WP_239672690.1,812,1-812,812,786.0,960.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACILLI
tssH,COG0542,G9V96_RS11500,Gephyromycinifex_aptenodytis_NJES-13,2716227,GCF_012277275.1,WP_168583146.1,886,1-886,886,786.0,862.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,G9V96_RS12175,Gephyromycinifex_aptenodytis_NJES-13,2716227,GCF_012277275.1,WP_168583265.1,867,1-867,867,786.0,921.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GA004_RS06840,Candidatus_Pelagisphaera_phototrophica,2684113,GCF_014529625.1,WP_283396572.1,830,1-830,830,786.0,888.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,GA004_RS10170,Candidatus_Pelagisphaera_phototrophica,2684113,GCF_014529625.1,WP_283393749.1,867,1-867,867,786.0,911.0,1e-200,0,footprint covers most of the protein and most of the COG profile,VERRUCOMICROBIOTA
tssH,COG0542,GA520_RS01155,Desulfopila_IMCC35008,2653858,GCF_010646885.2,WP_163337196.1,879,1-879,879,786.0,706.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GA520_RS02070,Desulfopila_IMCC35008,2653858,GCF_010646885.2,WP_163339929.1,867,1-867,867,786.0,943.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GA520_RS17690,Desulfopila_IMCC35008,2653858,GCF_010646885.2,WP_163337749.1,754,1-754,754,786.0,806.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GALF_RS09055,Gallionella_capsiferriformans_ES-2,395494,GCF_000145255.1,WP_013293753.1,861,1-861,861,786.0,898.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,GALF_RS11195,Gallionella_capsiferriformans_ES-2,395494,GCF_000145255.1,WP_013294176.1,746,1-746,746,786.0,838.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,GAL_RS04280,Phaeobacter_gallaeciensis_DSM_26640,1423144,GCF_000511385.1,WP_024096356.1,773,1-773,773,786.0,806.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GAL_RS16165,Phaeobacter_gallaeciensis_DSM_26640,1423144,GCF_000511385.1,WP_024098634.1,872,1-872,872,786.0,925.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GAPWK_RS03250,Gilliamella_apicola_wkB1,1196095,GCF_000599985.1,WP_038517101.1,606,1-606,606,786.0,354.0,2.68e-112,2,footprint covers most of the protein and part of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GAPWK_RS09235,Gilliamella_apicola_wkB1,1196095,GCF_000599985.1,WP_025315949.1,856,1-856,856,786.0,937.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GAPWK_RS09675,Gilliamella_apicola_wkB1,1196095,GCF_000599985.1,WP_025316036.1,919,1-919,919,786.0,730.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,GAU_RS07625,Gemmatimonas_aurantiaca_T-27,379066,GCF_000010305.1,WP_012682981.1,871,1-871,871,786.0,876.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,GAU_RS08130,Gemmatimonas_aurantiaca_T-27,379066,GCF_000010305.1,WP_012683073.1,835,1-835,835,786.0,896.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,GAU_RS19770,Gemmatimonas_aurantiaca_T-27,379066,GCF_000010305.1,WP_015895687.1,887,1-887,887,786.0,715.0,1e-200,0,footprint covers most of the protein and most of the COG profile,OTHER_BACTERIA
tssH,COG0542,GBCGDNIH1_RS21245,Granulibacter_bethesdensis_CGDNIH1,391165,GCF_000014285.2,WP_025287135.1,786,1-786,786,786.0,836.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GBCGDNIH1_RS21530,Granulibacter_bethesdensis_CGDNIH1,391165,GCF_000014285.2,WP_011632503.1,865,1-865,865,786.0,907.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GCE65_RS04035,Pseudactinotalea_HY158,2654547,GCF_009660225.1,WP_194928822.1,175,1-175,175,786.0,51.5,3.01e-07,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GCE65_RS14325,Pseudactinotalea_HY158,2654547,GCF_009660225.1,WP_153878840.1,840,1-840,840,786.0,931.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GCE65_RS15045,Pseudactinotalea_HY158,2654547,GCF_009660225.1,WP_153878943.1,869,1-869,869,786.0,889.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,GD604_RS08270,Desulfolutivibrio_sulfoxidireducens_DSM_107105,2773299,GCF_013376475.1,WP_176637441.1,770,1-770,770,786.0,809.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GD604_RS11025,Desulfolutivibrio_sulfoxidireducens_DSM_107105,2773299,GCF_013376475.1,WP_176637638.1,866,1-866,866,786.0,937.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GDIA_RS08885,Gluconacetobacter_diazotrophicus_PA1_5_ATCC_49037,272568,GCF_000021325.1,WP_012553963.1,867,1-867,867,786.0,923.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GDIA_RS10405,Gluconacetobacter_diazotrophicus_PA1_5_ATCC_49037,272568,GCF_000021325.1,WP_012224606.1,422,67-422,356,786.0,193.0,3.53e-54,3,partial match on both protein and COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GDIA_RS14570,Gluconacetobacter_diazotrophicus_PA1_5_ATCC_49037,272568,GCF_000021325.1,WP_012554658.1,778,1-778,778,786.0,838.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,GEI7407_RS00780,Geitlerinema_PCC_7407,1173025,GCF_000317045.1,WP_015170224.1,822,1-822,822,786.0,868.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GEI7407_RS02615,Geitlerinema_PCC_7407,1173025,GCF_000317045.1,WP_015170572.1,822,1-822,822,786.0,951.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GEI7407_RS04745,Geitlerinema_PCC_7407,1173025,GCF_000317045.1,WP_015170993.1,885,1-885,885,786.0,953.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GEI7407_RS18015,Geitlerinema_PCC_7407,1173025,GCF_000317045.1,WP_015173649.1,886,1-886,886,786.0,882.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CYANOBACTERIOTA
tssH,COG0542,GEOBRER4_RS02940,Citrifermentans_bremense_R4,60035,GCF_014218275.1,WP_185244163.1,870,1-870,870,786.0,926.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GF1_RS01375,Desulfolithobacter_dissulfuricans_GF1,2795293,GCF_025998535.1,WP_267927834.1,757,1-757,757,786.0,797.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GF1_RS11935,Desulfolithobacter_dissulfuricans_GF1,2795293,GCF_025998535.1,WP_267926778.1,863,1-863,863,786.0,951.0,1e-200,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssH,COG0542,GF423_RS01255,Sodaliphilus_pleomorphus_Oil-RF-744-WCA-WT-10,2606626,GCF_009676955.1,WP_154326640.1,862,1-862,862,786.0,904.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
